State,Year,Type,Gender,Age_group,Total,Total Population,totalPerCapita
Tamil Nadu,2008,By Consuming Other Poison,Male,0-14,5,69224.70000000001,7.222855425881223e-05
Tamil Nadu,2008,By Fire/Self Immolation,Male,0-14,5,69224.70000000001,7.222855425881223e-05
Tamil Nadu,2008,By Consuming Insecticides,Male,0-14,7,69224.70000000001,0.00010111997596233713
Tamil Nadu,2008,By Hanging,Male,15-29,785,69224.70000000001,0.01133988301863352
Tamil Nadu,2008,By touching electric wires,Male,15-29,23,69224.70000000001,0.00033225134959053625
Tamil Nadu,2008,By Fire/Self Immolation,Male,15-29,185,69224.70000000001,0.0026724565075760525
Tamil Nadu,2008,By Jumping from (Building),Male,15-29,27,69224.70000000001,0.00039003419299758605
Tamil Nadu,2008,By coming under running vehicles/trains,Male,15-29,50,69224.70000000001,0.0007222855425881224
Tamil Nadu,2008,By Overdose of sleeping pills,Male,15-29,5,69224.70000000001,7.222855425881223e-05
Tamil Nadu,2008,By Consuming Other Poison,Male,15-29,685,69224.70000000001,0.009895311933457275
Tamil Nadu,2008,By Other means (please specify),Male,15-29,149,69224.70000000001,0.0021524109169126044
Tamil Nadu,2008,By Jumping from (Other sites),Male,15-29,30,69224.70000000001,0.0004333713255528734
Tamil Nadu,2008,By Drowning,Male,15-29,249,69224.70000000001,0.0035969820020888494
Tamil Nadu,2008,By Over Alcoholism,Male,15-29,33,69224.70000000001,0.00047670845810816073
Tamil Nadu,2008,By Consuming Insecticides,Male,15-29,335,69224.70000000001,0.00483931313534042
Tamil Nadu,2008,By Machine,Male,15-29,7,69224.70000000001,0.00010111997596233713
Tamil Nadu,2008,By Jumping from (Other sites),Male,30-44,10,69224.70000000001,0.00014445710851762445
Tamil Nadu,2008,By Jumping from (Building),Male,30-44,43,69224.70000000001,0.0006211655666257852
Tamil Nadu,2008,By Consuming Insecticides,Male,30-44,435,69224.70000000001,0.006283884220516664
Tamil Nadu,2008,By Drowning,Male,30-44,316,69224.70000000001,0.004564844629156933
Tamil Nadu,2008,By touching electric wires,Male,30-44,36,69224.70000000001,0.0005200455906634481
Tamil Nadu,2008,By Other means (please specify),Male,30-44,369,69224.70000000001,0.005330467304300343
Tamil Nadu,2008,By Self Infliction of injury,Male,30-44,4,69224.70000000001,5.778284340704978e-05
Tamil Nadu,2008,By Fire-Arms,Male,30-44,9,69224.70000000001,0.00013001139766586202
Tamil Nadu,2008,By Machine,Male,30-44,2,69224.70000000001,2.889142170352489e-05
Tamil Nadu,2008,By coming under running vehicles/trains,Male,30-44,36,69224.70000000001,0.0005200455906634481
Tamil Nadu,2008,By Consuming Other Poison,Male,30-44,673,69224.70000000001,0.009721963403236127
Tamil Nadu,2008,By Hanging,Male,30-44,886,69224.70000000001,0.012798899814661528
Tamil Nadu,2008,By Fire/Self Immolation,Male,30-44,319,69224.70000000001,0.0046081817617122205
Tamil Nadu,2008,By Overdose of sleeping pills,Male,30-44,12,69224.70000000001,0.00017334853022114936
Tamil Nadu,2008,By Over Alcoholism,Male,30-44,115,69224.70000000001,0.0016612567479526814
Tamil Nadu,2008,By touching electric wires,Male,45-59,13,69224.70000000001,0.0001877942410729118
Tamil Nadu,2008,By Overdose of sleeping pills,Male,45-59,6,69224.70000000001,8.667426511057468e-05
Tamil Nadu,2008,By Jumping from (Other sites),Male,45-59,14,69224.70000000001,0.00020223995192467426
Tamil Nadu,2008,By coming under running vehicles/trains,Male,45-59,42,69224.70000000001,0.0006067198557740227
Tamil Nadu,2008,By Hanging,Male,45-59,525,69224.70000000001,0.0075839981971752846
Tamil Nadu,2008,By Self Infliction of injury,Male,45-59,1,69224.70000000001,1.4445710851762446e-05
Tamil Nadu,2008,By Machine,Male,45-59,3,69224.70000000001,4.333713255528734e-05
Tamil Nadu,2008,By Other means (please specify),Male,45-59,375,69224.70000000001,0.005417141569410917
Tamil Nadu,2008,By Drowning,Male,45-59,235,69224.70000000001,0.003394742050164175
Tamil Nadu,2008,By Over Alcoholism,Male,45-59,43,69224.70000000001,0.0006211655666257852
Tamil Nadu,2008,By Consuming Other Poison,Male,45-59,478,69224.70000000001,0.006905049787142449
Tamil Nadu,2008,By Jumping from (Building),Male,45-59,24,69224.70000000001,0.0003466970604422987
Tamil Nadu,2008,By Fire/Self Immolation,Male,45-59,225,69224.70000000001,0.0032502849416465507
Tamil Nadu,2008,By Fire-Arms,Male,45-59,3,69224.70000000001,4.333713255528734e-05
Tamil Nadu,2008,By Consuming Insecticides,Male,45-59,327,69224.70000000001,0.00472374744852632
Tamil Nadu,2008,By Hanging,Male,60+,175,69224.70000000001,0.002527999399058428
Tamil Nadu,2008,By Consuming Insecticides,Male,60+,123,69224.70000000001,0.001776822434766781
Tamil Nadu,2008,By coming under running vehicles/trains,Male,60+,14,69224.70000000001,0.00020223995192467426
Tamil Nadu,2008,By Drowning,Male,60+,54,69224.70000000001,0.0007800683859951721
Tamil Nadu,2008,By Jumping from (Other sites),Male,60+,7,69224.70000000001,0.00010111997596233713
Tamil Nadu,2008,By Other means (please specify),Male,60+,272,69224.70000000001,0.003929233351679385
Tamil Nadu,2008,By Fire/Self Immolation,Male,60+,57,69224.70000000001,0.0008234055185504594
Tamil Nadu,2008,By touching electric wires,Male,60+,2,69224.70000000001,2.889142170352489e-05
Tamil Nadu,2008,By Consuming Other Poison,Male,60+,155,69224.70000000001,0.002239085182023179
Tamil Nadu,2008,By Over Alcoholism,Male,60+,7,69224.70000000001,0.00010111997596233713
Tamil Nadu,2008,By Jumping from (Building),Male,60+,1,69224.70000000001,1.4445710851762446e-05
Tamil Nadu,2008,By Overdose of sleeping pills,Male,60+,4,69224.70000000001,5.778284340704978e-05
Tamil Nadu,2009,By Fire/Self Immolation,Male,0-14,2,70198.80000000002,2.8490515507387584e-05
Tamil Nadu,2009,By Other means (please specify),Male,0-14,29,70198.80000000002,0.00041311247485711997
Tamil Nadu,2009,By Drowning,Male,0-14,58,70198.80000000002,0.0008262249497142399
Tamil Nadu,2009,By Jumping from (Other sites),Male,0-14,3,70198.80000000002,4.2735773261081376e-05
Tamil Nadu,2009,By Consuming Insecticides,Male,0-14,17,70198.80000000002,0.00024216938181279447
Tamil Nadu,2009,By coming under running vehicles/trains,Male,0-14,6,70198.80000000002,8.547154652216275e-05
Tamil Nadu,2009,By Overdose of sleeping pills,Male,0-14,1,70198.80000000002,1.4245257753693792e-05
Tamil Nadu,2009,By Jumping off Moving Vehicles/Trains,Male,0-14,11,70198.80000000002,0.00015669783529063171
Tamil Nadu,2009,By Jumping from (Building),Male,0-14,3,70198.80000000002,4.2735773261081376e-05
Tamil Nadu,2009,By Hanging,Male,0-14,4,70198.80000000002,5.698103101477517e-05
Tamil Nadu,2009,By Over Alcoholism,Male,0-14,2,70198.80000000002,2.8490515507387584e-05
Tamil Nadu,2009,By Overdose of sleeping pills,Male,15-29,14,70198.80000000002,0.0001994336085517131
Tamil Nadu,2009,By Fire/Self Immolation,Male,15-29,199,70198.80000000002,0.0028348062929850646
Tamil Nadu,2009,By Consuming Insecticides,Male,15-29,753,70198.80000000002,0.010726679088531425
Tamil Nadu,2009,By Over Alcoholism,Male,15-29,18,70198.80000000002,0.00025641463956648826
Tamil Nadu,2009,By coming under running vehicles/trains,Male,15-29,49,70198.80000000002,0.0006980176299309958
Tamil Nadu,2009,By Jumping off Moving Vehicles/Trains,Male,15-29,46,70198.80000000002,0.0006552818566699144
Tamil Nadu,2009,By touching electric wires,Male,15-29,44,70198.80000000002,0.0006267913411625269
Tamil Nadu,2009,By Hanging,Male,15-29,694,70198.80000000002,0.009886208881063492
Tamil Nadu,2009,By Self Infliction of injury,Male,15-29,8,70198.80000000002,0.00011396206202955034
Tamil Nadu,2009,By Jumping from (Other sites),Male,15-29,32,70198.80000000002,0.00045584824811820135
Tamil Nadu,2009,By Drowning,Male,15-29,197,70198.80000000002,0.002806315777477677
Tamil Nadu,2009,By Other means (please specify),Male,15-29,291,70198.80000000002,0.0041453700063248935
Tamil Nadu,2009,By Jumping from (Building),Male,15-29,16,70198.80000000002,0.00022792412405910067
Tamil Nadu,2009,By Fire/Self Immolation,Male,30-44,323,70198.80000000002,0.004601218254443095
Tamil Nadu,2009,By Drowning,Male,30-44,183,70198.80000000002,0.002606882168925964
Tamil Nadu,2009,By Machine,Male,30-44,9,70198.80000000002,0.00012820731978324413
Tamil Nadu,2009,By Over Alcoholism,Male,30-44,82,70198.80000000002,0.001168111135802891
Tamil Nadu,2009,By Self Infliction of injury,Male,30-44,7,70198.80000000002,9.971680427585655e-05
Tamil Nadu,2009,By Jumping from (Other sites),Male,30-44,23,70198.80000000002,0.0003276409283349572
Tamil Nadu,2009,By Hanging,Male,30-44,802,70198.80000000002,0.011424696718462421
Tamil Nadu,2009,By Consuming Insecticides,Male,30-44,1027,70198.80000000002,0.014629879713043524
Tamil Nadu,2009,By Jumping from (Building),Male,30-44,18,70198.80000000002,0.00025641463956648826
Tamil Nadu,2009,By Other means (please specify),Male,30-44,379,70198.80000000002,0.005398952688649947
Tamil Nadu,2009,By touching electric wires,Male,30-44,63,70198.80000000002,0.0008974512384827089
Tamil Nadu,2009,By Overdose of sleeping pills,Male,30-44,7,70198.80000000002,9.971680427585655e-05
Tamil Nadu,2009,By Jumping off Moving Vehicles/Trains,Male,30-44,184,70198.80000000002,0.0026211274266796578
Tamil Nadu,2009,By coming under running vehicles/trains,Male,30-44,67,70198.80000000002,0.0009544322694974841
Tamil Nadu,2009,By Self Infliction of injury,Male,45-59,4,70198.80000000002,5.698103101477517e-05
Tamil Nadu,2009,By Overdose of sleeping pills,Male,45-59,17,70198.80000000002,0.00024216938181279447
Tamil Nadu,2009,By Fire/Self Immolation,Male,45-59,115,70198.80000000002,0.001638204641674786
Tamil Nadu,2009,By Fire-Arms,Male,45-59,1,70198.80000000002,1.4245257753693792e-05
Tamil Nadu,2009,By Hanging,Male,45-59,493,70198.80000000002,0.0070229120725710395
Tamil Nadu,2009,By Machine,Male,45-59,27,70198.80000000002,0.0003846219593497324
Tamil Nadu,2009,By touching electric wires,Male,45-59,29,70198.80000000002,0.00041311247485711997
Tamil Nadu,2009,By Jumping off Moving Vehicles/Trains,Male,45-59,76,70198.80000000002,0.0010826395892807282
Tamil Nadu,2009,By coming under running vehicles/trains,Male,45-59,38,70198.80000000002,0.0005413197946403641
Tamil Nadu,2009,By Consuming Insecticides,Male,45-59,787,70198.80000000002,0.011211017852157014
Tamil Nadu,2009,By Drowning,Male,45-59,127,70198.80000000002,0.0018091477347191116
Tamil Nadu,2009,By Other means (please specify),Male,45-59,439,70198.80000000002,0.006253668153871575
Tamil Nadu,2009,By Over Alcoholism,Male,45-59,67,70198.80000000002,0.0009544322694974841
Tamil Nadu,2009,By Jumping from (Building),Male,45-59,11,70198.80000000002,0.00015669783529063171
Tamil Nadu,2009,By Jumping from (Other sites),Male,45-59,18,70198.80000000002,0.00025641463956648826
Tamil Nadu,2009,By Jumping from (Building),Male,60+,11,70198.80000000002,0.00015669783529063171
Tamil Nadu,2009,By Fire/Self Immolation,Male,60+,46,70198.80000000002,0.0006552818566699144
Tamil Nadu,2009,By Consuming Insecticides,Male,60+,357,70198.80000000002,0.005085557018068684
Tamil Nadu,2009,By Drowning,Male,60+,72,70198.80000000002,0.001025658558265953
Tamil Nadu,2009,By Other means (please specify),Male,60+,274,70198.80000000002,0.003903200624512099
Tamil Nadu,2009,By Self Infliction of injury,Male,60+,9,70198.80000000002,0.00012820731978324413
Tamil Nadu,2009,By Jumping off Moving Vehicles/Trains,Male,60+,9,70198.80000000002,0.00012820731978324413
Tamil Nadu,2009,By Hanging,Male,60+,170,70198.80000000002,0.0024216938181279447
Tamil Nadu,2009,By coming under running vehicles/trains,Male,60+,26,70198.80000000002,0.0003703767015960386
Tamil Nadu,2009,By touching electric wires,Male,60+,4,70198.80000000002,5.698103101477517e-05
Tamil Nadu,2009,By Jumping from (Other sites),Male,60+,17,70198.80000000002,0.00024216938181279447
Tamil Nadu,2009,By Overdose of sleeping pills,Male,60+,24,70198.80000000002,0.000341886186088651
Tamil Nadu,2009,By Over Alcoholism,Male,60+,11,70198.80000000002,0.00015669783529063171
Tamil Nadu,2010,By Consuming Other Poison,Male,0-14,17,71172.90000000002,0.00023885495743464148
Tamil Nadu,2010,By Other means (please specify),Male,0-14,7,71172.90000000002,9.835204129661708e-05
Tamil Nadu,2010,By touching electric wires,Male,0-14,6,71172.90000000002,8.430174968281464e-05
Tamil Nadu,2010,By Jumping from (Other sites),Male,0-14,5,71172.90000000002,7.02514580690122e-05
Tamil Nadu,2010,By coming under running vehicles/trains,Male,0-14,2,71172.90000000002,2.8100583227604878e-05
Tamil Nadu,2010,By Consuming Insecticides,Male,0-14,26,71172.90000000002,0.0003653075819588634
Tamil Nadu,2010,By Drowning,Male,0-14,73,71172.90000000002,0.001025671287807578
Tamil Nadu,2010,By Jumping from (Building),Male,0-14,5,71172.90000000002,7.02514580690122e-05
Tamil Nadu,2010,By Fire/Self Immolation,Male,0-14,23,71172.90000000002,0.0003231567071174561
Tamil Nadu,2010,By Jumping off Moving Vehicles/Trains,Male,0-14,2,71172.90000000002,2.8100583227604878e-05
Tamil Nadu,2010,By Hanging,Male,0-14,33,71172.90000000002,0.00046365962325548054
Tamil Nadu,2010,By Machine,Male,15-29,4,71172.90000000002,5.6201166455209757e-05
Tamil Nadu,2010,By coming under running vehicles/trains,Male,15-29,51,71172.90000000002,0.0007165648723039245
Tamil Nadu,2010,By Consuming Insecticides,Male,15-29,386,71172.90000000002,0.005423412562927742
Tamil Nadu,2010,By Jumping off Moving Vehicles/Trains,Male,15-29,9,71172.90000000002,0.00012645262452422196
Tamil Nadu,2010,By Overdose of sleeping pills,Male,15-29,4,71172.90000000002,5.6201166455209757e-05
Tamil Nadu,2010,By touching electric wires,Male,15-29,40,71172.90000000002,0.0005620116645520976
Tamil Nadu,2010,By Jumping from (Building),Male,15-29,10,71172.90000000002,0.0001405029161380244
Tamil Nadu,2010,By Fire-Arms,Male,15-29,1,71172.90000000002,1.4050291613802439e-05
Tamil Nadu,2010,By Other means (please specify),Male,15-29,402,71172.90000000002,0.0056482172287485805
Tamil Nadu,2010,By Hanging,Male,15-29,831,71172.90000000002,0.011675792331069827
Tamil Nadu,2010,By Self Infliction of injury,Male,15-29,42,71172.90000000002,0.0005901122477797025
Tamil Nadu,2010,By Consuming Other Poison,Male,15-29,601,71172.90000000002,0.008444225259895266
Tamil Nadu,2010,By Over Alcoholism,Male,15-29,58,71172.90000000002,0.0008149169136005415
Tamil Nadu,2010,By Jumping from (Other sites),Male,15-29,29,71172.90000000002,0.00040745845680027076
Tamil Nadu,2010,By Drowning,Male,15-29,223,71172.90000000002,0.0031332150298779443
Tamil Nadu,2010,By Fire/Self Immolation,Male,15-29,275,71172.90000000002,0.003863830193795671
Tamil Nadu,2010,By Jumping off Moving Vehicles/Trains,Male,30-44,12,71172.90000000002,0.00016860349936562928
Tamil Nadu,2010,By touching electric wires,Male,30-44,52,71172.90000000002,0.0007306151639177268
Tamil Nadu,2010,By Fire/Self Immolation,Male,30-44,360,71172.90000000002,0.005058104980968878
Tamil Nadu,2010,By Over Alcoholism,Male,30-44,114,71172.90000000002,0.001601733243973478
Tamil Nadu,2010,By Consuming Other Poison,Male,30-44,762,71172.90000000002,0.01070632220971746
Tamil Nadu,2010,By Drowning,Male,30-44,200,71172.90000000002,0.002810058322760488
Tamil Nadu,2010,By Other means (please specify),Male,30-44,166,71172.90000000002,0.002332348407891205
Tamil Nadu,2010,By Jumping from (Building),Male,30-44,16,71172.90000000002,0.00022480466582083903
Tamil Nadu,2010,By Self Infliction of injury,Male,30-44,33,71172.90000000002,0.00046365962325548054
Tamil Nadu,2010,By Fire-Arms,Male,30-44,1,71172.90000000002,1.4050291613802439e-05
Tamil Nadu,2010,By Consuming Insecticides,Male,30-44,575,71172.90000000002,0.008078917677936403
Tamil Nadu,2010,By Overdose of sleeping pills,Male,30-44,6,71172.90000000002,8.430174968281464e-05
Tamil Nadu,2010,By coming under running vehicles/trains,Male,30-44,38,71172.90000000002,0.0005339110813244927
Tamil Nadu,2010,By Jumping from (Other sites),Male,30-44,18,71172.90000000002,0.0002529052490484439
Tamil Nadu,2010,By Machine,Male,30-44,13,71172.90000000002,0.0001826537909794317
Tamil Nadu,2010,By Hanging,Male,30-44,1146,71172.90000000002,0.016101634189417596
Tamil Nadu,2010,By coming under running vehicles/trains,Male,45-59,25,71172.90000000002,0.000351257290345061
Tamil Nadu,2010,By Drowning,Male,45-59,151,71172.90000000002,0.0021215940336841684
Tamil Nadu,2010,By Self Infliction of injury,Male,45-59,39,71172.90000000002,0.0005479613729382952
Tamil Nadu,2010,By Jumping from (Building),Male,45-59,8,71172.90000000002,0.00011240233291041951
Tamil Nadu,2010,By Consuming Insecticides,Male,45-59,582,71172.90000000002,0.00817726971923302
Tamil Nadu,2010,By Over Alcoholism,Male,45-59,102,71172.90000000002,0.001433129744607849
Tamil Nadu,2010,By Other means (please specify),Male,45-59,174,71172.90000000002,0.0024447507408016243
Tamil Nadu,2010,By Overdose of sleeping pills,Male,45-59,6,71172.90000000002,8.430174968281464e-05
Tamil Nadu,2010,By Hanging,Male,45-59,645,71172.90000000002,0.009062438090902574
Tamil Nadu,2010,By Jumping off Moving Vehicles/Trains,Male,45-59,47,71172.90000000002,0.0006603637058487146
Tamil Nadu,2010,By Fire/Self Immolation,Male,45-59,154,71172.90000000002,0.002163744908525576
Tamil Nadu,2010,By touching electric wires,Male,45-59,24,71172.90000000002,0.00033720699873125855
Tamil Nadu,2010,By Machine,Male,45-59,4,71172.90000000002,5.6201166455209757e-05
Tamil Nadu,2010,By Jumping from (Other sites),Male,45-59,5,71172.90000000002,7.02514580690122e-05
Tamil Nadu,2010,By Consuming Other Poison,Male,45-59,612,71172.90000000002,0.008598778467647093
Tamil Nadu,2010,By Fire-Arms,Male,45-59,1,71172.90000000002,1.4050291613802439e-05
Tamil Nadu,2010,By coming under running vehicles/trains,Male,60+,20,71172.90000000002,0.0002810058322760488
Tamil Nadu,2010,By Overdose of sleeping pills,Male,60+,1,71172.90000000002,1.4050291613802439e-05
Tamil Nadu,2010,By Machine,Male,60+,2,71172.90000000002,2.8100583227604878e-05
Tamil Nadu,2010,By Other means (please specify),Male,60+,374,71172.90000000002,0.005254809063562112
Tamil Nadu,2010,By Jumping off Moving Vehicles/Trains,Male,60+,34,71172.90000000002,0.00047770991486928297
Tamil Nadu,2010,By Self Infliction of injury,Male,60+,17,71172.90000000002,0.00023885495743464148
Tamil Nadu,2010,By Drowning,Male,60+,70,71172.90000000002,0.0009835204129661707
Tamil Nadu,2010,By touching electric wires,Male,60+,7,71172.90000000002,9.835204129661708e-05
Tamil Nadu,2010,By Jumping from (Other sites),Male,60+,5,71172.90000000002,7.02514580690122e-05
Tamil Nadu,2010,By Consuming Other Poison,Male,60+,313,71172.90000000002,0.004397741275120164
Tamil Nadu,2010,By Consuming Insecticides,Male,60+,146,71172.90000000002,0.002051342575615156
Tamil Nadu,2010,By Over Alcoholism,Male,60+,14,71172.90000000002,0.00019670408259323416
Tamil Nadu,2010,By Fire/Self Immolation,Male,60+,51,71172.90000000002,0.0007165648723039245
Tamil Nadu,2010,By Hanging,Male,60+,228,71172.90000000002,0.003203466487946956
Tamil Nadu,2010,By Jumping from (Building),Male,60+,14,71172.90000000002,0.00019670408259323416
Tamil Nadu,2011,By touching electric wires,Male,0-14,2,72147.00000000003,2.7721180367860053e-05
Tamil Nadu,2011,By Jumping from (Other sites),Male,0-14,1,72147.00000000003,1.3860590183930026e-05
Tamil Nadu,2011,By Consuming Insecticides,Male,0-14,16,72147.00000000003,0.00022176944294288042
